,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
823,nucleus-vision,ncash,0.00653729,0.018967496,823,0.051116,-87.23848,2018-04-30T18:05:26.273Z,0.00017337,3662.56839,2020-04-17T19:00:17.444Z
824,viberate,vib,0.103677,0.01892767,824,0.732219,-85.86721,2018-01-09T00:00:00.000Z,0.00604827,1610.9511,2020-03-13T02:24:10.278Z
825,circuits-of-value,coval,0.01298868,0.01886352,826,0.0497662,-73.9623,2018-01-06T00:00:00.000Z,1e-05,129479.72888,2017-03-31T00:00:00.000Z
826,globex,gex,0.0005023,0.018838061,825,0.00061291,-18.04628,2021-03-14T04:26:55.500Z,1.16e-06,43153.29664,2020-03-18T02:18:19.460Z
827,mysterium,myst,0.580157,0.018816455,827,3.86,-85.02036,2018-01-09T00:00:00.000Z,0.00394505,14567.90717,2020-02-05T15:39:49.835Z
828,b20,b20,3.77,0.018753833,828,28.62,-86.82416,2021-03-10T18:24:15.825Z,0.429355,778.18215,2021-01-30T08:58:14.727Z
829,openanx,oax,0.326953,0.01857912,829,2.34,-86.02921,2018-01-07T00:00:00.000Z,0.01710268,1810.83953,2020-03-13T02:24:32.988Z
830,safe2,safe2,352.02,0.018547591,830,1515.45,-76.77135,2020-12-10T21:42:08.571Z,68.94,410.63981,2020-10-17T21:38:52.908Z
831,decentr,dec,0.2528,0.018534203,831,0.610172,-58.62814,2021-02-11T17:27:37.390Z,0.03039818,730.44312,2020-11-09T16:34:09.982Z
832,santiment-network-token,san,0.286023,0.018319244,832,7.94,-96.40111,2018-01-06T00:00:00.000Z,0.04644234,515.47854,2019-09-30T00:00:00.000Z
833,top-network,top,0.00448228,0.018245183,833,0.03518782,-87.33548,2019-03-31T06:18:52.785Z,0.00070552,531.64039,2020-03-13T00:54:03.075Z
834,swerve-dao,swrv,1.51,0.018158081,834,39.04,-96.13166,2020-09-05T09:40:13.172Z,0.349328,332.34423,2021-01-11T16:36:55.971Z
835,spacechain-erc-20,spc,0.061096,0.01811102,835,0.128725,-52.57086,2021-02-18T02:14:20.325Z,0.00016444,37028.76664,2020-04-18T09:35:45.462Z
836,fuel-token,fuel,175.83,0.018084416,836,931.5,-81.14914,2021-02-19T23:54:13.270Z,6.88,2451.40056,2020-12-11T22:08:17.668Z
837,effect-ai,efx,0.087407,0.018064318,839,0.178357,-51.07785,2021-03-18T00:08:16.653Z,0.00225723,3765.63126,2020-03-16T08:29:36.725Z
838,route,route,5.97,0.018047484,837,10.14,-40.54005,2021-04-04T15:18:53.715Z,0.973606,519.18359,2021-01-27T05:26:36.773Z
839,atletico-madrid,atm,9.59,0.018046991,838,28.83,-66.81995,2020-12-30T05:44:01.268Z,2.99,220.45747,2020-07-01T11:10:10.602Z
840,egretia,egt,0.0046052,0.017983311,840,0.095143,-95.15436,2019-07-10T02:50:01.686Z,0.00028841,1498.50075,2019-01-13T00:00:00.000Z
841,ztcoin,zt,0.03601843,0.01798235,841,0.246428,-85.40562,2019-06-26T04:49:56.030Z,0.02621194,37.20732,2019-07-23T00:00:00.000Z
842,siren,si,1.84,0.017982254,842,4.37,-58.01981,2021-03-06T11:47:12.670Z,1.26,45.80885,2021-04-18T12:18:17.800Z
843,odem,ode,0.081721,0.017905895,843,0.550241,-85.24355,2018-08-06T20:40:14.609Z,0.00380546,2033.67062,2020-08-09T09:01:15.231Z
844,qlink,qlc,0.073604,0.017664848,844,1.36,-94.60449,2018-01-09T00:00:00.000Z,0.00498076,1375.94141,2020-03-13T02:29:27.536Z
845,achain,act,0.02056778,0.017635643,846,1.48,-98.61058,2018-01-09T00:00:00.000Z,0.00242272,747.76018,2020-03-13T02:24:40.029Z
846,razor-network,razor,0.333124,0.017627416,845,0.978539,-66.03714,2021-02-04T13:52:01.426Z,0.288272,15.28709,2021-04-25T07:13:54.258Z
847,k21,k21,3.39,0.017579413,847,11.59,-70.83819,2021-03-27T04:47:43.741Z,2.15,57.39108,2021-03-22T22:24:24.199Z
848,public-mint,mint,0.762544,0.017505328,848,3.36,-77.27085,2021-02-26T16:12:20.017Z,0.692876,10.14595,2021-03-11T10:31:28.977Z
849,berry-data,bry,6.08,0.017476254,849,40.0,-84.799,2021-02-20T00:09:33.693Z,5.49,10.72276,2021-04-23T02:50:30.974Z
850,jarvis-reward-token,jrt,0.14425,0.017220318,850,0.298584,-52.05475,2020-08-14T13:50:25.696Z,0.0041268,3368.95584,2020-03-13T15:49:43.672Z
851,credits,cs,0.076345,0.017059719,853,0.928758,-91.86131,2018-05-01T15:20:19.204Z,0.00973389,676.55242,2020-11-04T19:58:51.332Z
852,yfdai-finance,yf-dai,4158.61,0.016914542,851,7277.74,-42.92652,2021-03-16T17:37:35.862Z,123.79,3255.44576,2020-09-08T15:44:21.575Z
853,jupiter,jup,0.0571,0.016901267,852,0.128999,-55.8396,2021-03-22T08:37:18.982Z,4.35e-06,1308489.34487,2020-10-16T10:27:38.449Z
854,chainswap,token,1.72,0.016884336,854,3.62,-52.43162,2021-04-23T07:17:37.643Z,1.41,21.69055,2021-04-23T13:28:34.161Z
855,smart-valor,valor,0.650528,0.016860476,855,8.48,-92.42519,2019-04-23T21:31:10.080Z,0.108235,493.37319,2020-03-13T02:19:43.161Z
856,unicrypt-2,uncx,465.94,0.016824453,856,557.85,-16.60124,2021-02-21T23:22:51.602Z,24.15,1826.66496,2020-12-11T10:09:04.718Z
857,graphlinq-protocol,glq,0.052087,0.016751663,859,0.097388,-46.67356,2021-04-06T13:21:18.541Z,0.02299859,125.81118,2021-03-26T19:21:59.098Z
858,basis-cash,bac,0.298656,0.016737681,860,1010.99,-99.9705,2020-11-30T10:46:21.320Z,0.236262,26.24021,2021-04-24T09:28:51.383Z
859,hiveterminal,hvn,0.04611199,0.016583934,858,0.378651,-87.6564,2018-01-13T00:00:00.000Z,0.00019552,23804.6347,2020-02-01T03:54:14.170Z
860,dovu,dov,0.05902,0.016576883,861,1.4,-95.76715,2018-01-14T00:00:00.000Z,0.00020086,29500.14928,2020-11-11T08:24:16.416Z
861,mork,mork,2.58,0.016569889,862,11.15,-76.81858,2021-03-10T01:29:05.001Z,0.736094,251.01493,2021-03-14T08:52:49.102Z
862,hakka-finance,hakka,0.097866,0.016528233,863,1.14,-91.36676,2020-09-01T07:08:43.791Z,0.01964459,399.37018,2020-11-03T04:40:54.884Z
863,likecoin,like,0.01600288,0.016473932,864,0.01678109,-4.74089,2021-04-15T11:45:03.945Z,0.00332565,380.67308,2020-05-24T02:14:56.840Z
864,mstable-btc,mbtc,55518.0,0.016460062,865,68229.0,-18.63,2021-04-22T11:37:55.498Z,42783.0,29.76864,2021-02-28T07:34:20.948Z
865,dextf,dextf,0.957638,0.016452575,866,3.98,-75.98935,2021-02-20T20:48:32.070Z,0.02001738,4678.57368,2020-10-09T06:18:02.229Z
866,fuse-network-token,fuse,0.220371,0.016423708,867,0.453835,-51.47884,2021-03-20T23:33:45.479Z,0.00433097,4984.44652,2020-03-16T16:04:44.170Z
867,matrix-ai-network,man,0.109219,0.016382834,870,2.08,-94.7491,2018-05-03T19:11:54.733Z,0.00349726,3017.04381,2020-10-02T20:28:34.680Z
868,kattana,ktn,15.71,0.016360328,868,34.36,-54.32124,2021-04-15T23:30:09.357Z,13.06,20.20884,2021-04-21T20:18:38.218Z
869,pastel,psl,0.00646168,0.016352671,869,0.01301828,-50.36457,2021-04-05T03:59:10.690Z,0.00241686,167.35886,2021-03-12T08:23:08.735Z
870,genaro-network,gnx,0.053628,0.01624857,872,1.17,-95.40851,2018-01-09T00:00:00.000Z,0.00372186,1339.04716,2020-03-13T02:24:05.904Z
871,iqeon,iqn,2.96,0.016245349,871,3.15,-6.07806,2021-04-16T00:44:09.681Z,0.076053,3795.15773,2019-03-08T00:00:00.000Z
872,ruler-protocol,ruler,223.99,0.016233,873,2773.2,-91.92302,2021-03-04T02:19:49.892Z,161.08,39.05868,2021-03-19T00:37:50.288Z
873,bnb48-club-token,koge,11.11,0.016227287,874,15.08,-26.33846,2021-04-19T22:14:16.632Z,1.19,832.67924,2021-02-01T15:55:03.335Z
874,swirge,swg,0.416773,0.016220532,875,1.23,-65.97603,2021-02-13T00:50:40.180Z,0.03486651,1098.38567,2021-02-01T05:23:48.790Z
875,apyswap,apys,2.09,0.016212185,876,3.58,-41.77762,2021-04-07T07:59:11.428Z,0.948342,119.77288,2021-03-03T16:08:14.901Z
876,xmax,xmx,0.00060045,0.016212146,878,0.00639084,-90.63106,2019-06-28T00:44:32.250Z,0.00012563,376.59187,2019-03-02T00:00:00.000Z
877,wasabix,wasabi,70.75,0.016182234,877,128.93,-45.11465,2021-03-26T03:04:43.608Z,17.92,294.81675,2021-03-27T17:04:45.764Z
878,nyzo,nyzo,0.985832,0.016109935,880,1.49,-36.83241,2021-04-25T01:56:48.743Z,0.04883854,1827.90497,2020-10-01T11:58:49.009Z
879,carvertical,cv,0.0021455,0.016064592,881,0.009318,-76.97128,2018-02-09T00:00:00.000Z,5.561e-05,3758.45067,2020-03-13T02:12:55.900Z
880,ethereum-push-notification-service,push,5.44,0.016002781,882,8.73,-38.8513,2021-04-14T01:56:51.489Z,2.48,115.18292,2021-04-17T01:45:46.104Z
881,universa,utnp,0.0050525,0.015983977,883,0.053755,-90.61006,2018-02-18T00:00:00.000Z,5.226e-05,9557.89027,2020-07-12T15:13:37.819Z
882,tokencard,tkn,0.458944,0.015944543,885,4.39,-89.59082,2018-01-12T00:00:00.000Z,5.8e-05,787037.47431,2020-06-13T11:23:48.068Z
883,alchemy-pay,ach,0.0087,0.015901149,884,0.04065808,-78.64249,2020-09-14T02:35:01.727Z,0.00281814,208.13018,2020-12-29T07:29:03.612Z
884,enigma,eng,0.191534,0.015843267,894,8.19,-97.73376,2018-01-10T00:00:00.000Z,0.02572136,621.65451,2021-02-08T19:10:51.260Z
885,databroker-dao,dtx,0.070149,0.015783571,886,0.158017,-55.60641,2020-10-12T15:40:39.133Z,0.00792082,785.63039,2019-01-19T00:00:00.000Z
886,blind-boxes,bles,1.82,0.015766025,887,11.01,-82.90261,2021-03-28T08:38:09.198Z,1.2,56.93715,2021-04-25T07:27:35.475Z
887,somnium-space-cubes,cube,1.9,0.015762009,888,4.11,-53.6313,2021-03-31T07:16:37.869Z,0.03639773,5142.21769,2020-03-13T02:24:45.699Z
888,chimaera,chi,0.283774,0.015742269,889,0.488603,-41.92144,2021-04-16T03:03:51.656Z,0.00152533,18504.13768,2020-08-19T17:25:27.515Z
889,basis-share,bas,37.56,0.01569558,890,963.23,-96.02022,2020-12-30T23:54:21.944Z,30.26,26.66971,2021-04-24T11:53:22.169Z
890,small-love-potion,slp,0.04062505,0.015647038,891,0.234406,-82.67988,2020-07-08T06:37:25.504Z,0.00312759,1198.10584,2020-06-20T10:23:48.171Z
891,medishares,mds,0.01368383,0.015505507,892,0.272382,-95.02104,2018-03-02T18:24:32.285Z,0.00144096,841.16105,2020-03-13T02:14:58.951Z
892,alpaca,alpa,1.42,0.015470165,893,1.97,-28.15774,2021-04-15T13:15:17.621Z,0.0391216,3520.47658,2021-02-03T09:20:49.434Z
893,latoken,la,0.252513,0.015450536,879,1.82,-85.5071,2018-01-07T00:00:00.000Z,0.00186077,14092.47464,2020-05-12T01:24:42.413Z
894,arc-governance,arcx,10141.31,0.015227126,895,26622.0,-61.96955,2021-03-20T16:31:01.046Z,6564.53,54.22764,2021-04-22T02:33:42.963Z
895,pillar,plr,0.058626,0.01520462,899,1.56,-96.26198,2018-02-01T00:05:32.250Z,0.00937613,521.70081,2020-03-13T02:14:23.736Z
896,worldcoin,wdc,0.109028,0.015203047,901,0.831638,-87.02728,2013-12-10T00:00:00.000Z,2.15e-06,5024728.69285,2019-12-16T12:55:11.993Z
897,gem-exchange-and-trading,gxt,0.323196,0.015199556,896,0.689614,-53.20429,2020-11-26T07:48:51.307Z,0.01398231,2207.9872,2020-11-22T00:34:56.779Z
898,monetha,mth,0.043573,0.015143532,897,0.594912,-92.67093,2018-01-10T00:00:00.000Z,0.00324315,1244.41889,2020-03-13T02:25:04.579Z
899,apm-coin,APM,0.04144063,0.015142113,898,1.07,-96.07564,2020-03-05T03:12:19.381Z,0.01009666,314.42923,2021-01-04T11:15:36.500Z
900,finnexus,fnx,0.473524,0.015073733,900,0.922595,-48.80219,2021-02-16T07:13:46.373Z,0.04982626,847.9908,2020-05-26T15:34:29.403Z
901,mobius,mobi,0.02924993,0.015034365,903,0.353175,-91.74391,2018-01-27T00:00:00.000Z,0.00067546,4216.85042,2020-03-20T08:47:25.045Z
902,unimex-network,umx,2.33,0.015012159,902,7.41,-68.63781,2021-03-24T12:38:31.690Z,0.480311,383.94603,2021-02-23T11:47:00.334Z
903,agrello,dlt,0.182518,0.014968271,904,1.4,-86.98492,2018-01-12T00:00:00.000Z,0.00180028,10029.4162,2018-11-03T00:00:00.000Z
904,howdoo,udoo,0.03205034,0.014956077,906,0.126607,-74.72661,2019-09-29T02:44:42.813Z,0.00117046,2633.79011,2020-05-15T02:37:28.291Z
905,non-fungible-yearn,nfy,218.53,0.014944095,905,604.12,-63.88284,2021-03-05T13:47:44.244Z,3.15,6818.72826,2021-01-31T21:44:02.658Z
906,compound-augur,crep,1.05,0.014919987,907,1.06,-1.51746,2021-04-10T11:59:15.837Z,0.124811,738.89665,2020-03-16T11:17:38.136Z
907,pluton,plu,8.06,0.014919398,908,32.76,-75.45664,2018-01-06T00:00:00.000Z,0.308461,2506.23331,2018-12-07T00:00:00.000Z
908,defidollar-dao,dfd,0.771871,0.014878228,909,2.55,-69.88216,2020-11-03T15:19:23.103Z,0.263978,190.95546,2021-01-15T16:12:33.022Z
909,rocki,rocks,1.95,0.014772328,910,4.53,-56.81577,2021-04-05T18:04:27.165Z,0.02445642,7892.42328,2020-12-29T11:54:34.434Z
910,whiteheart,white,1640.46,0.014562888,911,5340.59,-69.29966,2021-03-18T02:59:45.538Z,1082.11,51.51714,2020-12-30T16:13:46.691Z
911,bountymarketcap,bmc,0.144041,0.014404108,912,0.149555,-3.68669,2021-04-23T20:26:16.385Z,0.01793424,703.16244,2020-12-25T03:22:27.112Z
912,bitcoin-private,btcp,3.01,0.014403321,913,57.19,-94.73725,2018-04-23T08:37:30.307Z,0.00854843,35106.59816,2020-02-05T11:54:35.240Z
913,bird-money,bird,170.98,0.014343698,914,258.32,-33.8322,2021-03-31T14:34:17.360Z,3.91,4268.66977,2020-12-02T20:24:05.177Z
914,unicly-cryptopunks-collection,upunk,0.056801,0.01420017,915,0.078758,-27.87957,2021-04-21T17:48:36.158Z,0.0392359,44.76711,2021-04-25T03:45:28.777Z
915,meter,mtrg,4.96,0.014197391,916,8.72,-43.2837,2021-04-06T22:23:02.940Z,0.212097,2232.85361,2021-01-20T11:39:54.775Z
916,polyswarm,nct,0.00914104,0.01413623,919,0.01914976,-52.28577,2021-04-14T12:55:46.635Z,0.00059593,1433.25109,2020-04-26T15:05:07.476Z
917,must,must,190.11,0.014122049,920,647.3,-70.63077,2021-02-04T02:00:38.936Z,155.08,22.5859,2021-03-19T00:25:13.978Z
918,hedget,hget,8.08,0.014116598,921,15.44,-47.78913,2020-09-12T21:48:32.095Z,1.49,441.74276,2020-11-06T02:09:57.978Z
919,dust-token,dust,0.058126,0.014092662,922,0.075492,-23.19879,2021-04-15T16:57:53.208Z,0.00476623,1116.44674,2020-06-22T09:50:20.905Z
920,jul,jul,54.45,0.013909833,923,336.05,-83.30865,2021-02-22T05:41:32.984Z,15.02,273.40374,2020-09-12T07:08:32.225Z
921,proximax,xpx,0.00214386,0.013895717,918,0.03614025,-93.96235,2018-06-04T02:15:51.666Z,0.00023274,837.52774,2020-12-29T23:28:28.147Z
922,pumapay,pma,0.00052478,0.013894189,932,0.00225773,-77.21447,2018-08-26T20:40:18.530Z,7.624e-05,574.8001,2020-04-13T07:35:26.496Z
923,unistake,unistake,0.09353,0.013859254,924,0.343043,-72.71231,2021-03-04T01:57:30.088Z,0.00762293,1127.98615,2020-11-05T05:53:26.891Z
924,centaur,cntr,0.01242849,0.013807845,925,0.02709056,-53.92761,2021-03-13T18:14:51.920Z,0.00274058,355.42483,2021-01-13T02:55:58.982Z
925,defi-top-5-tokens-index,defi5,122.15,0.013786838,926,138.98,-12.37027,2021-04-16T00:59:57.302Z,39.43,208.84212,2021-01-21T22:44:39.628Z
926,myriadcoin,xmy,0.00768307,0.013778891,917,0.060926,-86.94286,2018-01-06T00:00:00.000Z,8e-07,988174.25949,2020-03-28T03:50:03.326Z
927,dafi-protocol,dafi,0.063734,0.013775011,927,0.207531,-69.08444,2021-03-19T18:14:59.084Z,0.053131,20.75765,2021-04-25T21:58:39.452Z
928,agave-token,agve,496.75,0.013759587,928,1466.43,-66.24782,2021-03-16T15:07:58.157Z,156.41,216.45209,2021-03-02T19:47:26.050Z
929,yield-optimization-platform,yop,1.34,0.013719799,929,3.93,-65.33762,2021-02-12T18:14:30.586Z,0.465008,192.66119,2021-01-16T10:47:25.977Z
930,daofi,daofi,0.239869,0.013715453,930,1.81,-86.6351,2021-03-12T05:13:12.974Z,0.086919,178.15632,2020-12-20T18:31:39.081Z
931,yieldwatch,watch,1.4,0.013694398,931,3.61,-61.26501,2021-03-04T13:15:58.465Z,0.555449,151.57791,2021-03-11T08:09:08.949Z
932,cashbet-coin,cbc,0.065705,0.013654577,933,0.57781,-88.6913,2018-06-12T17:13:55.942Z,0.00341291,1814.58026,2020-03-13T02:12:29.195Z
933,nsure-network,nsure,1.01,0.013493949,934,3.42,-70.73255,2020-10-30T12:32:32.532Z,0.252168,297.36283,2020-11-05T05:17:06.310Z
934,raze-network,raze,0.889015,0.013356347,935,2.11,-58.20291,2021-04-16T12:31:18.945Z,0.649191,36.07028,2021-04-23T05:30:39.190Z
935,xio,xio,0.365982,0.013351656,936,0.929384,-60.29152,2020-08-10T17:35:40.035Z,0.00593138,6121.89789,2020-03-24T13:15:35.276Z
936,euno,euno,0.00266264,0.013303391,937,0.198681,-98.91734,2019-06-30T15:08:51.649Z,0.00022621,850.91759,2020-10-16T11:07:06.718Z
937,open-governance-token,open,1.68,0.013298728,938,3.27,-48.74676,2021-02-12T04:16:44.213Z,0.168493,895.09311,2021-01-02T20:50:42.407Z
938,honey,hny,651.76,0.013287118,939,1521.58,-57.15281,2021-03-13T15:08:42.232Z,162.78,300.51527,2020-12-25T16:39:20.086Z
939,radium,val,3.08,0.013190839,940,18.16,-83.0674,2018-01-10T00:00:00.000Z,0.00783037,39161.97902,2016-01-23T00:00:00.000Z
940,the-abyss,abyss,0.057285,0.013121518,941,0.156681,-63.44639,2021-02-17T09:26:31.735Z,0.00422939,1254.15379,2018-12-15T00:00:00.000Z
941,smartmesh,smt,0.00787831,0.013117738,943,0.235215,-96.65613,2018-01-07T00:00:00.000Z,0.00187059,320.47125,2020-03-13T02:24:32.991Z
942,stakecube,scc,1.54,0.013105402,942,3.64,-58.35431,2020-07-12T15:48:41.950Z,0.00223899,67681.07808,2020-02-24T05:09:57.019Z
943,spendcoin,spnd,0.01373096,0.013094549,944,2.17,-99.36738,2018-12-24T15:49:14.100Z,0.00044146,3010.33013,2020-03-16T11:09:18.201Z
944,airbloc-protocol,abl,0.04658191,0.013003755,946,0.174259,-73.30681,2021-04-02T11:35:20.586Z,0.00155956,2882.5863,2020-05-03T13:42:27.464Z
945,plotx,plot,0.200373,0.012997051,945,0.376907,-46.88679,2021-03-19T19:54:20.949Z,0.03001783,566.8955,2020-12-24T03:44:11.403Z
946,putincoin,put,0.00064379,0.012929312,948,0.04497617,-98.57005,2017-08-26T00:00:00.000Z,8.16e-06,7784.32463,2019-10-22T00:00:00.000Z
947,unlimitedip,uip,0.01009071,0.01291911,950,0.13279,-92.54305,2018-01-25T00:00:00.000Z,0.00181053,446.91615,2020-12-29T16:41:07.167Z
948,emercoin,emc,0.269951,0.012778796,947,11.21,-97.55439,2018-04-18T09:19:30.234Z,9.74e-06,2814603.36684,2020-05-20T03:25:58.188Z
949,bitcoin-2,btc2,0.711677,0.012723373,949,36.05,-98.02569,2019-06-06T18:51:38.275Z,0.04579263,1454.1295,2018-09-16T00:00:00.000Z
950,daoventures,dvg,1.22,0.01266307,951,8.71,-86.12388,2021-02-15T14:59:22.413Z,0.785361,53.82689,2021-04-23T07:31:18.408Z
951,pickle-finance,pickle,13.35,0.012645604,952,85.24,-84.43661,2020-09-14T01:58:26.972Z,4.41,200.56337,2020-09-12T09:53:56.522Z
952,dxdao,dxd,256.66,0.01263036,953,523.77,-51.10671,2020-09-02T00:42:34.964Z,24.14,960.89308,2020-06-10T16:25:02.329Z
953,defidollar,dusd,0.994708,0.012589723,955,1.24,-19.70468,2021-02-09T06:59:30.194Z,0.569197,74.75649,2020-09-09T19:38:52.019Z
954,beowulf,bwf,0.0125665,0.0125665,957,0.03920592,-67.94745,2020-10-01T03:19:57.295Z,0.00856748,46.6767,2020-12-23T05:39:08.141Z
955,tenx,pay,0.106302,0.012558734,956,5.22,-97.96118,2017-08-13T00:00:00.000Z,0.01703792,524.64592,2020-03-13T02:25:37.036Z
956,sirin-labs-token,srn,0.0235679,0.012556484,954,3.51,-99.324,2018-01-23T00:00:00.000Z,0.00362936,553.09134,2020-03-13T02:22:29.720Z
957,koinos,koin,0.129504,0.012540815,958,0.200451,-35.39366,2021-04-18T22:43:36.157Z,0.00862339,1401.77638,2020-11-15T05:56:46.524Z
958,dos-network,dos,0.094316,0.012363966,959,0.388179,-75.87692,2020-08-13T00:41:44.547Z,0.00075033,12379.95819,2020-03-14T20:44:49.788Z
959,restart-energy,mwat,0.02729522,0.01235791,962,0.075244,-63.82032,2018-04-29T02:40:45.912Z,0.0015089,1704.15077,2020-11-04T05:07:03.388Z
960,feathercoin,ftc,0.051082,0.012357475,961,1.29,-96.05126,2013-11-30T00:00:00.000Z,0.00212526,2299.8573,2015-04-10T00:00:00.000Z
961,dev-protocol,dev,10.83,0.012351074,960,18.33,-40.95105,2020-08-26T09:18:05.724Z,0.189203,5621.96903,2020-06-12T10:58:56.285Z
962,anrkey-x,$anrx,0.133418,0.012312724,963,0.471786,-71.2115,2021-03-24T00:44:10.969Z,0.02325953,483.9328,2021-01-18T16:04:35.854Z
963,doki-doki-finance,doki,243.83,0.01216758,964,717.86,-66.03359,2020-10-12T15:57:58.841Z,12.62,1831.72931,2021-01-02T01:47:56.924Z
964,coinhe-token,cht,0.185082,0.012150102,965,0.607994,-69.84084,2019-11-07T00:45:30.630Z,0.02989103,513.44826,2020-12-29T16:03:16.849Z
965,onx-finance,onx,1.81,0.012133936,966,7.47,-75.8195,2021-02-19T16:41:04.359Z,0.347562,419.41288,2021-01-11T16:48:42.699Z
966,covesting,cov,0.616695,0.012011728,968,2.38,-74.31039,2018-01-28T00:00:00.000Z,0.00361482,16822.79035,2020-10-07T17:01:02.333Z
967,argon,argon,0.172921,0.011950436,967,0.437525,-60.36198,2021-04-02T00:34:40.470Z,0.01070142,1520.59165,2021-03-09T13:21:28.002Z
968,digitex-futures-exchange,dgtx,0.0139904,0.011937312,970,0.162694,-91.42727,2018-10-14T07:29:53.907Z,0.00391889,255.89866,2021-03-03T07:26:41.175Z
969,fsw-token,fsw,0.309341,0.011908536,969,0.722479,-57.26039,2021-03-29T23:54:44.195Z,0.063899,383.24233,2020-12-09T01:32:50.538Z
970,alchemy-dao,alch,2.3,0.011878541,971,5.41,-57.56647,2021-04-09T04:25:57.314Z,1.55,47.7959,2021-04-13T05:10:49.412Z
971,syncfab,mfg,0.04474168,0.011833706,972,0.076584,-41.69427,2021-04-14T07:58:55.368Z,2.877e-05,155123.89571,2020-03-20T06:04:32.003Z
972,unicrypt,unc,0.090916,0.011801162,973,1.3,-93.00243,2021-04-26T07:54:22.422Z,4.88e-06,1861099.5237,2020-07-22T07:44:21.589Z
973,syndicate,synx,0.284937,0.011786899,974,1.25,-77.26897,2018-01-30T00:05:03.810Z,2.13e-06,13356406.94797,2020-05-06T07:44:07.190Z
974,high-performance-blockchain,hpb,0.308267,0.011721126,977,8.81,-96.51699,2018-01-29T00:00:00.000Z,0.03994309,667.99573,2020-03-13T02:39:54.892Z
975,flo,flo,0.07463,0.011695574,976,0.407072,-81.67976,2018-01-10T00:00:00.000Z,8.589e-05,86723.63019,2015-01-14T00:00:00.000Z
976,daohaus,haus,28.67,0.011690962,975,85.61,-66.21775,2021-03-30T15:56:59.843Z,24.41,18.46337,2021-04-25T21:43:35.468Z
977,gameswap-org,gswap,1.33,0.011568983,978,4.02,-66.79598,2021-03-22T15:08:11.483Z,0.238896,458.39366,2020-12-14T07:57:05.568Z
978,kryll,krl,0.364774,0.011541019,980,0.828607,-56.11172,2021-03-16T16:24:52.560Z,0.00474521,7563.75836,2020-04-02T16:07:37.366Z
979,credit,credit,0.116945,0.011537215,979,0.152621,-23.37554,2021-04-12T09:14:03.598Z,1.21e-06,9665159.10792,2019-12-28T03:18:44.078Z
980,daostack,gen,0.237541,0.011522641,981,0.661675,-64.18744,2020-08-13T03:49:42.808Z,1.114e-05,2127626.27068,2020-02-28T07:13:49.886Z
981,cloakcoin,cloak,2.04,0.011491739,1043,31.28,-94.67535,2018-01-02T00:00:00.000Z,0.00301783,55093.20318,2020-05-28T08:24:10.887Z
982,yearn-lazy-ape,YLA,1.04,0.011475943,982,1.1,-5.99216,2021-04-25T14:40:50.744Z,0.00057796,179030.7983,2021-03-22T02:54:49.366Z
983,og-fan-token,og,8.94,0.011460446,983,23.25,-61.56158,2020-12-30T02:30:26.107Z,1.54,479.45517,2020-12-21T06:11:36.113Z
984,as-roma-fan-token,asr,9.3,0.01143945,984,26.64,-65.16693,2020-12-29T15:38:37.922Z,2.18,325.00354,2020-10-07T09:46:19.190Z
985,shadows,dows,1.19,0.011388675,985,4.21,-71.70955,2021-03-04T01:09:19.409Z,0.864901,37.79058,2021-04-23T08:13:21.627Z
986,internet-node-token,int,0.02272411,0.011377978,987,0.900009,-97.48077,2018-01-22T00:00:00.000Z,0.00393441,476.28229,2020-03-13T02:22:41.374Z
987,playcent,pcnt,1.01,0.011376657,986,2.18,-53.94353,2021-04-12T23:53:01.560Z,0.324065,209.21554,2021-03-13T10:03:55.438Z
988,urus-token,urus,22.36,0.011343122,988,25.88,-13.59662,2021-04-16T00:25:40.421Z,9.21,142.8828,2021-03-05T05:55:34.995Z
989,kambria,kat,0.00708526,0.011302808,994,0.03524631,-80.22151,2018-12-20T00:55:07.871Z,0.00033538,1978.60588,2020-03-13T02:29:42.763Z
990,parachute,par,0.01735247,0.011298202,989,0.03307398,-47.81711,2021-04-10T04:33:54.876Z,3.975e-05,43319.89763,2019-03-03T00:00:00.000Z
991,method-fi,mthd,0.593207,0.011201106,990,0.970754,-38.97504,2021-04-21T21:10:39.197Z,0.111314,432.19185,2021-04-07T21:07:20.394Z
992,yflink,yfl,237.68,0.011185816,991,1879.17,-87.38155,2020-09-02T08:39:32.247Z,11.91,1891.59992,2020-08-18T09:32:39.836Z
993,ether-1,ETHO,0.199592,0.011152678,992,0.243865,-18.23172,2021-04-17T22:18:09.564Z,0.00141279,14014.23193,2020-04-17T00:29:40.630Z
